ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,8.7
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,6.9
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,6.8
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,5.6
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,5.6
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,3.6
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,1.9
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,1.4
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,19.4
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,15.2
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,17.1
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,9.2
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,13.6
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,13.3
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,12.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,11.9
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,11.8
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,10.7
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,9.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,9.1
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,10
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,8.6
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,8
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,20.4
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,19.1
Mexico,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,6.4
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,22.5
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,21.4
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,20
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,18.3
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,29.5
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,25.6
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,21.4
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,19
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,21.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,18.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,17.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,17.5
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,17.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,13.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,12.5
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,9.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,11.7
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.6
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,11.3
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,9.1
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,7.5
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,20.8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,16.7
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,15
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,14.5
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,12.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,12.8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,12.7
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,10.3
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,6.5
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2022,6.1
Slovenia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,16.4
Slovenia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,15.7
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1278
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1230
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1189
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1051.2
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1059.1
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1040.3
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,980.8
Iceland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,859.7
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1225.7
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1240.6
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1157.6
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1016.2
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2014,967.1
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1026.9
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2016,866.1
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1077
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2018,539.4
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2019,804.4
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,741.7
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,781.8
Ireland,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2022,631.1
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,29.7
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,28.5
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,29.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,29.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,26.9
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,25.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,25.5
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,25.3
Austria,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,26.8
Austria,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,19.3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,14
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,13
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,8
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,6
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,4
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,3
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,2
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,1
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,2
Norway,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,1
