ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,26
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,24.2
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,22.9
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,20.7
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,22
France,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,23
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,10.5
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,10
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,12.9
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,11.1
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,10.2
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,6.8
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,7.7
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,12.4
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,9.1
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,7.7
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,7
Sweden,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,10.2
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,10.7
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,11.4
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,10.8
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,9
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,8.7
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,6.9
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,6.8
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,5.6
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,5.6
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,3.6
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,1.9
Canada,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,1.4
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,19.4
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,15.2
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,17.1
Denmark,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,9.2
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,13.6
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,13.3
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,12.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,11.9
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,11.8
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,10.7
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,10.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,9.5
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,9.1
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,10
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,8.6
United States,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,8
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,20.4
Switzerland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,19.1
Mexico,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,6.4
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,22.5
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,21.4
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,20
Spain,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,18.3
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,29.5
Croatia,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,25.6
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,21.4
Greece,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,19
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,21.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,18.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,17.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,17.5
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,17.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,13.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,12.5
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,9.6
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,11.7
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.6
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,11.3
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,9.1
Australia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,7.5
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,20.8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,16.7
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,15
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,14.5
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,12.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,12.8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,12.7
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,10.3
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,6.5
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2022,6.1
Slovenia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,16.4
Slovenia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,15.7
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,29.7
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,28.5
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,29.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,29.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,26.9
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,25.4
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,24
France,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,25.5
